tt_num,ccat_before,ccat_after,symp_before,symp_after,cc_before,cc_after,rc_before,rc_after
1-10753000732,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10753025624,null,TM_CPE,Wireless frequent disconn.,Wireless frequent disconn.,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10753029865,null,RIGHT WHEN TESTED,Slow browsing all webs,Slow browsing all webs,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10753067176,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,Resolved_By_Vendor
1-10753078367,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10753096040,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-10753120383,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10753143084,null,Customer,Wireless intermittent,Wireless intermittent,null,Cust_PC Issue/Faulty,null,Advise Customer
1-10753167429,null,Customer,Intermittent,Intermittent,null,Clear While Localising,null,Advise Customer
1-10753174015,null,TM_CPE,Wireless intermittent,Wireless intermittent,null,TM_CPE_RG Wireless Signal Low,null,Change Wireless Channel Mode
1-10753220339,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10753283745,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10753303353,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,FDP_Change Port
1-10753306855,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Problem_Restored
1-10753318226,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10753331570,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG_Power adaptor prob,null,Power Adaptor Replaced
1-10753466800,null,Third Party Damage,Line Disconnect,Line Disconnect,null,Drop/Int. Fiber Damage by pest,null,3rd Party_Drop/Int.FiberReplce
1-10753568922,null,Major Outage,Frequent disconnection,Frequent disconnection,null,Known_NTT Fault,null,Problem_Restored
1-10753578990,null,Customer,Noisy,Noisy,null,Customer_Behaviour,null,Advise Customer
1-10753614703,null,TM_CPE,Line down,Line down,null,TM_CPE_PG Hang,null,PG_Reset
1-10753623683,null,Customer,Line Disconnect,Line Disconnect,null,STB_Cable_HDMI,null,Normalise_CPE Connection
1-10753811276,null,Customer,Cannot browse all website,Cannot browse all website,null,PG_Faulty,null,Advise Customer
1-10753855144,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10753881334,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10753889145,null,RIGHT WHEN TESTED,Frequent disconnection,Frequent disconnection,null,RWT END-END,null,RWT CUSTOMER SATISFIED
1-10753920253,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10753938570,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Config_Changed
1-10754004235,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Cancel TT,null,Advise Customer
1-10754040107,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Low Signal,null,TM_FTB Drop Fiber replaced
1-10754084123,null,Access Network,Slow Browsing,Slow Browsing,null,EQMT_VLAN problem,null,Port Reset
1-10754173155,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10754189564,null,Customer,Call Failure - incoming,Call Failure - incoming,null,Dect_Phone_Faulty,null,Advise Customer
1-10754367294,null,BTU,Power problem,Power problem,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10754404650,null,Customer,Line Disconnect,Line Disconnect,null,Other_Fault,null,Others
1-10754440215,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Port Faulty,null,FDP_Change Port
1-10754612779,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10754616282,null,Customer,Frequent disconnection,Frequent disconnection,null,Clear While Localising,null,Advise TMUC
1-10754712884,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10754815563,null,BTU,Cannot browse all website,Cannot browse all website,null,ONU_Hang,null,ONU_Reset
1-10754815675,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Problem_Restored
1-10754828876,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10754829387,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem_Hang,null,VDSL_Reset
1-10754841292,null,Major Outage,Slow Browsing,Slow Browsing,null,Unknown_NTT Fault,null,Problem_Restored
1-10754896031,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW FWS,null,Connector_Replaced
1-10754942044,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_IW_RJ45 Faulty,null,PG_Config_Changed
1-10754985473,null,Major Outage,Line Disconnect,Line Disconnect,null,Unknown_NTT Fault,null,Problem_Restored
1-10755033013,null,Customer,Intermittent,Intermittent,null,Customer_Cancel TT,null,Advise TMUC
1-10755057045,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Behaviour,null,Advise Customer
1-10755087186,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Reset
1-10755259194,null,Customer,Cannot browse all website,Cannot browse all website,null,Customer_Cancel TT,null,Advise Customer
1-10755357348,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10755448421,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Reset
1-10755477813,null,TM_CPE,Wireless signal low,Wireless signal low,null,TM_CPE_PG_Wireless Coverage,null,PG_Reset
1-10755484152,null,TM_CPE,Router down,Router down,null,TM_CPE_PG Hang,null,PG_Reset
1-10755630946,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Wrong Port Assign,null,Power Adaptor Replaced
1-10755811519,null,Customer,No Dial Tone,No Dial Tone,null,Customer_Behaviour,null,Normalise_CPE Connection
1-10755859057,null,BTU,Intermittent,Intermittent,null,ONU_Faulty,null,ONU_Replaced
1-10755876553,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10755887863,null,CPE,Unable to get IP,Unable to get IP,null,No Fault Found,null,Adv_Cust
1-10755892257,null,Customer,No Dial Tone,No Dial Tone,null,Dect_Phone_Faulty,null,Advise Customer
1-10755981296,null,BTU,One way speech,One way speech,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10756008100,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10756047183,null,System,FUP Slow Download Rate,FUP Slow Download Rate,null,UniFi Package Issues,null,Configure Customer Account
1-10756047410,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10756069038,null,Customer,No Dial Tone,No Dial Tone,null,Customer_IW Copper,null,Normalise_CPE Connection
1-10756159131,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB Drop Fiber Core Break,null,TM_FTB Drop Fiber repaired
1-10756263129,null,LocalAccess,Line Disconnect,Line Disconnect,null,Drop Fiber Damage,null,D/S Cable Restored
1-10756268237,null,Customer,Cannot browse all website,Cannot browse all website,null,Clear While Localising,null,Advise Customer
1-10756294205,null,Customer,Slow browsing all webs,Slow browsing all webs,null,Customer_Not Reachable,null,Advise Customer
1-10756378578,null,TM_CPE,Cannot browse all website,Cannot browse all website,null,TM_CPE_PG Hang,null,PG_Reset
1-10756476095,null,BTU,Line Disconnect,Line Disconnect,null,VDSL Modem Faulty,null,VDSL_Replaced
1-10756519911,null,Major Outage,Intermittent,Intermittent,null,Unknown_NTT Fault,null,Problem_Restored
1-10756562415,null,Customer,Line Disconnect,Line Disconnect,null,Customer_Internal Wiring,null,Advise TMUC
1-10756615353,null,Customer,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,Customer_Cancel TT,null,Advise TMUC
1-10756674612,null,TM_CPE,Slow Browsing,Slow Browsing,null,TM_CPE_PG Hang,null,PG_Reset
1-10756687782,null,LocalAccess,Line Disconnect,Line Disconnect,null,D/S Pair Faulty,null,D/S Pair Changed
1-10756763358,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10756832879,null,Customer,Frequent disconnection,Frequent disconnection,null,PG_Faulty,null,Advise Customer
1-10756887036,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Replaced
1-10756936484,null,BTU,Silent  BTU,Silent  BTU,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10757007282,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Hang,null,PG_Config_Changed
1-10757007789,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Power Adaptor,null,Power Adaptor Replaced
1-10757027239,null,Major Outage,Slow browsing all webs,Slow browsing all webs,null,Unknown_NTT Fault,null,Problem_Restored
1-10757037465,null,Customer,No Dial Tone,No Dial Tone,null,Clear While Localising,null,Advise Customer
1-10757065081,null,Major Outage,Blank Screen_All Channel,Blank Screen_All Channel,null,Known_NTT Fault,null,NTT_Resolved
1-10757074125,null,Customer,Line Disconnect,Line Disconnect,null,Customer Defer Appointment,null,Advise Customer
1-10757081752,null,Major Outage,Line Disconnect,Line Disconnect,null,No Fault Found,null,Problem_Restored
1-10757087438,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10757099140,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10757130456,null,Major Outage,Line Disconnect,Line Disconnect,null,Other_Fault,null,Dispatch activity to TVNOC
1-10757147084,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Hang,null,ONU_Change port
1-10757207691,null,Access Network,Line Disconnect,Line Disconnect,null,*TNB/SESB/SESCO Power Failure,null,TNB/SESB/SESCO power restored
1-10757231916,null,BTU,Intermittent,Intermittent,null,VDSL Modem Faulty,null,VDSL_Reset
1-10757237458,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Hang,null,ONU_Reset
1-10757274651,null,Customer,Line Disconnect,Line Disconnect,null,Customer_IW Copper,null,Others
1-10757305926,null,Access Network,Error_901004,Error_901004,null,EQMT_VLAN problem,null,VLAN changed
1-10757341091,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_FTB FASC Connector Faulty,null,Connector_Replaced
1-10757364094,null,TM_CPE,No Dial Tone,No Dial Tone,null,TM_CPE_DectPhone Faulty,null,Dect Phone Replaced
1-10757413361,null,BTU,Slow downloading rate,Slow downloading rate,null,VDSL Modem Faulty,null,ONU&PG_Replaced
1-10757426017,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10757464731,null,LocalAccess,Call Failure - incoming,Call Failure - incoming,null,Drop Fiber Damage,null,E/S Fiber cable replaced
1-10757465161,null,BTU,Call Failure – Incoming  & Outgoing Call,Call Failure – Incoming  & Outgoing Call,null,VDSL_Modem_Hang,null,VDSL_Reset
1-10757482045,null,Network Trouble Ticket,Error_102004,Error_102004,null,Caused By NTT,null,Resolved By NTT
1-10757541128,null,BTU,Slow Browsing,Slow Browsing,null,ONU_Hang,null,ONU_Replaced
1-10757557141,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Patching,null,FDC_Change Port
1-10757575833,null,TM_CPE,Intermittent,Intermittent,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10757622669,null,LocalAccess,Line Disconnect,Line Disconnect,null,FOC_Fiber patching ODF/ FDF,null,Patching_Connector Repatched
1-10757715286,null,BTU,Line Disconnect,Line Disconnect,null,ONU_Faulty,null,ONU_Config_Changed
1-10757717968,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Replaced
1-10757835511,null,Customer,Line Disconnect,Line Disconnect,null,Clear While Localising,null,Advise Customer
1-10757868723,null,Customer,Blank Screen_All Channel,Blank Screen_All Channel,null,STB_Faulty,null,Advise Customer
1-10757877766,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_CPE_PG Faulty,null,PG_Config_Changed
1-10757881998,null,Customer,Wireless signal low,Wireless signal low,null,PG_Faulty,null,Advise Customer
1-10757919598,null,Customer,Line Disconnect,Line Disconnect,null,PG_Faulty,null,Advise Customer
1-10757954146,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_Low Signal,null,FDP_Repaired
1-10757991571,null,BTU,Line Disconnect,Line Disconnect,null,VDSL_Modem Power Adaptor,null,Power Adaptor Replaced
1-10758123182,null,LocalAccess,Line Disconnect,Line Disconnect,null,FDP_FASC Connector Faulty,null,FDP_FASC_Connector_Replaced
1-10758144284,null,TM_CPE,Line Disconnect,Line Disconnect,null,TM_IW Fiber Patch Cord,null,Patching_Opt Connct Replaced
1-10758234425,null,RIGHT WHEN TESTED,Frequent disconnection,Frequent disconnection,null,RWT END-END,null,RWT CUSTOMER SATISFIED
